#Selection names: Selection 1
#Areas (µm^2): 22658185.6
Selection,X,Y
Selection 1,6246.898594210298,42.934025836717645
Selection 1,6300.6652755567075,54.909100263728654
Selection 1,6320.12636562659,111.59622042141103
Selection 1,6306.633683258349,210.04944148267276
Selection 1,6336.641510869379,162.86331221756026
Selection 1,6394.846238968291,120.48506693432543
Selection 1,6458.993868753025,135.35507415679066
Selection 1,6483.007782646594,209.5520741742026
Selection 1,6539.376077606539,241.58763004284114
Selection 1,6603.383424304269,252.30015668681267
Selection 1,6676.521924665192,259.4418411161269
Selection 1,6688.803071282032,320.96235127150607
Selection 1,6662.506368972664,367.20475795131625
Selection 1,6612.463565935826,359.2213749999756
Selection 1,6573.2608196220535,410.48846679612484
Selection 1,6544.770599952254,454.53735611550286
Selection 1,6491.054930637482,458.70758970190604
Selection 1,6438.869622271849,456.01670503300363
Selection 1,6390.459204247426,493.35751219199
Selection 1,6364.3410440487905,582.2842363448626
Selection 1,6351.230951917834,651.3035151510219
Selection 1,6340.3143771473115,707.5442800318722
Selection 1,6329.091730186961,762.943346390696
Selection 1,6318.1751554164375,836.4261779651766
Selection 1,6305.779231728414,903.2264333950844
Selection 1,6301.570739118281,956.4574884092953
Selection 1,6271.728700610076,1010.6450190167175
Selection 1,6235.382628068029,1057.2190039021743
Selection 1,6200.031290142923,1096.3452321684895
Selection 1,6160.547977655143,1150.7240578945543
Selection 1,6127.313639043013,1207.704497234155
Selection 1,6084.029930198204,1238.617788406758
Selection 1,6031.39826655574,1253.946903913965
Selection 1,5994.287013539124,1297.9957932333432
Selection 1,5942.178223220948,1345.6920428148353
Selection 1,5887.365795225961,1383.8235364642098
Selection 1,5839.771569707745,1417.8740675825475
Selection 1,5775.39438578064,1457.1023199121385
Selection 1,5717.40645881619,1513.5471329195404
Selection 1,5773.251880451846,1523.31593697821
Selection 1,5826.0875922208625,1544.4094120605062
Selection 1,5808.1186040763905,1601.185803273555
Selection 1,5772.116862747901,1637.1365325704069
Selection 1,5808.309899195033,1678.9919045293527
Selection 1,5825.39892979375,1734.9521032361938
Selection 1,5851.440571944928,1789.8155432628193
Selection 1,5892.760317571675,1853.6571008577255
Selection 1,5918.049532256194,1915.891779456036
Selection 1,5946.259185751985,1985.1916244362042
Selection 1,5973.703658773206,2038.6267275769665
Selection 1,6037.4814513285655,2005.8642502574871
Selection 1,6115.351317623911,2010.417074081175
Selection 1,6153.661353384018,2051.1501813440855
Selection 1,6213.243406337155,2088.8480727245374
Selection 1,6285.795268334243,2091.8450295832677
Selection 1,6393.6474562247995,2083.2750082680905
Selection 1,6451.35481701524,2083.2750082680905
Selection 1,6503.642149444148,2114.264817488151
Selection 1,6485.711420323405,2171.015702685381
Selection 1,6433.9852202425145,2171.831895191588
Selection 1,6382.514080319814,2170.9646906537428
Selection 1,6335.111149920241,2181.2436150287913
Selection 1,6255.111531304011,2207.132221085056
Selection 1,6214.225387946186,2256.8434459162477
Selection 1,6201.842217266071,2313.798379240029
Selection 1,6218.854729817331,2373.3549261773464
Selection 1,6241.542330888314,2434.4673400796223
Selection 1,6251.043321780883,2489.5603342486183
Selection 1,6272.710682219106,2542.969931373562
Selection 1,6283.027865617883,2605.2556220035103
Selection 1,6300.422968406428,2661.776953058369
Selection 1,6310.9824589554855,2723.986125640861
Selection 1,6312.9081631498175,2787.955213314862
Selection 1,6328.250031664935,2841.288292392349
Selection 1,6330.813386254742,2903.2934168482884
Selection 1,6335.289692030973,2970.476262515481
Selection 1,6347.864157829731,3024.6765461308128
Selection 1,6349.496542842145,3077.8055770817477
Selection 1,6340.773485432053,3134.3014021207878
Selection 1,6324.5771653870015,3204.6724997653528
Selection 1,6318.685275732817,3269.0496836924576
Selection 1,6308.482869405226,3332.126060812794
Selection 1,6281.089408415641,3403.708694208761
Selection 1,6237.270073238634,3467.7542999302195
Selection 1,6189.2422454514945,3513.6651284043824
Selection 1,6145.856512543411,3553.5820431610855
Selection 1,6102.6238157302405,3587.3775141212336
Selection 1,6056.6874812402575,3619.3365519424156
Selection 1,5991.494104806945,3662.798802897957
Selection 1,5934.845243672992,3691.110480457024
Selection 1,5884.215802272317,3730.4917688815294
Selection 1,5837.5397933235845,3773.698959678881
Selection 1,5820.603798819781,3833.230000600379
Selection 1,5771.402694304969,3857.0781253911255
Selection 1,5716.488242246706,3840.2696609664176
Selection 1,5706.3623539665705,3894.7505107557586
Selection 1,5647.341433361452,3904.9529170833503
Selection 1,5585.361814921332,3919.3638160210735
Selection 1,5555.6218004764005,3964.892054257953
Selection 1,5504.227178601157,3981.675012666841
Selection 1,5465.100950334841,3941.885627989233
Selection 1,5410.65835956923,3966.154602040992
Selection 1,5345.975103452297,3992.9359186509205
Selection 1,5299.095046377012,4015.2281764767095
Selection 1,5239.206921234048,4036.8827839070227
Selection 1,5178.553615616514,4047.4932864877183
Selection 1,5111.523806044236,4059.9912342390185
Selection 1,5057.9101607927405,4066.826846478505
Selection 1,4997.40989127012,4089.1956223517504
Selection 1,4938.593018791554,4114.931192313101
Selection 1,4888.626733802173,4139.187413356951
Selection 1,4824.6066340965335,4166.682898409811
Selection 1,4774.997433328617,4184.970711752019
Selection 1,4723.041679105356,4204.635849948452
Selection 1,4669.402527838041,4223.255241496308
Selection 1,4613.263787020467,4254.372580795463
Selection 1,4554.676468684271,4273.170514454051
Selection 1,4497.466475202299,4299.671264889971
Selection 1,4436.9917116954975,4327.6003522117535
Selection 1,4385.877655994263,4369.991350502898
Selection 1,4349.812149626226,4421.079900188314
Selection 1,4337.518250001477,4472.117437842093
Selection 1,4326.270097025307,4530.1181178144525
Selection 1,4271.610705125234,4563.326950410764
Selection 1,4236.055319073575,4524.022180033717
Selection 1,4246.525538567267,4461.634465340492
Selection 1,4262.313762359216,4404.564754945524
Selection 1,4244.893153554853,4354.305150774226
Selection 1,4194.365736217454,4361.013232934617
Selection 1,4145.445197876651,4366.5735443831545
Selection 1,4083.1467542387923,4377.388095090402
Selection 1,4036.037143021137,4400.215979248389
Selection 1,3993.263554492708,4452.758371835487
Selection 1,3985.484219667919,4521.063482198715
Selection 1,3984.6425211458927,4521.905180720742
Selection 1,3926.284756952067,4533.459405886739
Selection 1,3875.2472192982887,4554.578386984854
Selection 1,3827.372427606064,4574.115995102193
Selection 1,3779.1150456765545,4594.265747599186
Selection 1,3718.9463543595807,4622.475401094978
Selection 1,3675.6881515305913,4649.154693641632
Selection 1,3639.6226451625544,4702.8703629564025
Selection 1,3574.021172476139,4711.771962477226
Selection 1,3524.8710799929645,4721.336718409344
Selection 1,3460.825474271507,4686.648536895531
Selection 1,3411.853923899066,4689.0588553904245
Selection 1,3348.420462557263,4708.086343191383
Selection 1,3295.0618774639574,4719.334496167554
Selection 1,3231.857970264526,4721.859591733632
Selection 1,3176.25485577915,4729.103300226223
Selection 1,3102.1981388487425,4729.9322457403405
Selection 1,3028.970367432452,4726.960794897429
Selection 1,2970.816651365178,4726.106343367493
Selection 1,2898.787662692379,4711.69544442977
Selection 1,2827.434583438783,4693.178076945191
Selection 1,2779.4067556516447,4679.034991173566
Selection 1,2715.9605413019326,4658.579166486744
Selection 1,2648.854213682197,4644.334056651844
Selection 1,2583.074198885048,4632.5502773434755
Selection 1,2517.115641977167,4606.648918279301
Selection 1,2454.4983731415714,4575.722874098788
Selection 1,2391.077664807678,4564.857311359903
Selection 1,2322.440976238804,4537.412838338681
Selection 1,2258.012780280061,4502.303807563855
Selection 1,2201.7847684071203,4468.737890746078
Selection 1,2149.0638337092896,4433.361046805153
Selection 1,2098.5619223877097,4381.647599732171
Selection 1,2040.4974773758022,4343.0952568217845
Selection 1,1980.685870280295,4291.420068772531
Selection 1,1926.9957069813424,4250.916515651991
Selection 1,1872.8974474292866,4206.319246992505
Selection 1,1824.0789331517592,4157.169154509331
Selection 1,1773.117913545438,4115.045969384286
Selection 1,1734.7823717695114,4075.600915920234
Selection 1,1684.1274243530174,4034.3449353330343
Selection 1,1639.8489808912689,3993.331261896115
Selection 1,1617.3781809547477,3938.0469726084766
Selection 1,1579.476241447744,3884.5353514202566
Selection 1,1538.8451582481093,3840.613992179974
Selection 1,1498.0865449693795,3806.665485124912
Selection 1,1455.1089083143988,3758.95648253551
Selection 1,1414.8349093362299,3707.4725896049
Selection 1,1377.7236563196145,3654.662383851702
Selection 1,1347.1164373368385,3607.093664349305
Selection 1,1310.6428347156975,3562.2540885395388
Selection 1,1277.5105201668428,3512.9764659772704
Selection 1,1231.2171014553946,3469.3994379505434
Selection 1,1185.1532368863172,3441.100513399385
Selection 1,1155.6172705679392,3399.117611361344
Selection 1,1140.0586009183612,3349.1640793798724
Selection 1,1120.5975108484797,3297.131807109154
Selection 1,1096.188253709716,3245.0102637830696
Selection 1,1073.2583454884532,3189.279619218599
Selection 1,1043.59484909098,3147.3094701884675
Selection 1,995.1844310665565,3107.060977226117
Selection 1,951.3650958895495,3055.844897461606
Selection 1,922.6453220773782,3005.2409620767503
Selection 1,904.8676290515494,2945.046764743958
Selection 1,873.3804525230186,2888.703975799832
Selection 1,872.6280250563589,2828.037917174389
Selection 1,844.0102753074636,2770.5983695500463
Selection 1,813.4030563246879,2723.2209451662916
Selection 1,782.8978614051883,2682.1052476660966
Selection 1,767.7472880087142,2628.1727772168633
Selection 1,754.8157379884915,2563.9741354004914
Selection 1,728.4170116158476,2501.7777158259096
Selection 1,708.8538974826901,2444.5167103123
Selection 1,705.4871033945848,2381.3638151445066
Selection 1,700.2328641358748,2328.5663623992186
Selection 1,677.404979977888,2278.625583425656
Selection 1,652.0775062696413,2226.4785340837525
Selection 1,634.6313914494591,2175.28796033506
Selection 1,608.5642432824619,2127.2218735241922
Selection 1,607.7225447604355,2070.9045905958856
Selection 1,608.5897492982808,2014.115446374927
Selection 1,603.36101605539,1947.6467691506657
Selection 1,598.310824923232,1897.2341288844523
Selection 1,587.1646960103378,1845.865013025027
Selection 1,570.3307255698112,1790.8867959272163
Selection 1,550.2574911202742,1733.8170855322494
Selection 1,539.0093381441043,1682.4352166649148
Selection 1,541.5981987497306,1620.7999294383503
Selection 1,543.4346318886971,1561.4601836354939
Selection 1,540.9477953463465,1505.7295390710233
Selection 1,523.1701023205178,1453.4167006262958
Selection 1,512.1259974708996,1402.9020362968067
Selection 1,499.2964715139528,1348.5869756102895
Selection 1,503.6707532269077,1295.0370953983413
Selection 1,507.2288424336555,1243.004823127623
Selection 1,477.7693941627338,1193.255339272703
Selection 1,476.08599711868123,1139.029549641552
Selection 1,478.8533998350406,1076.2464917031334
Selection 1,478.77688178758353,1006.8191166438706
Selection 1,480.49853785536476,950.0172194150026
Selection 1,490.2035768744865,894.5543880166315
Selection 1,497.4472853670767,833.8628233753692
Selection 1,510.67215456921775,777.7368355657044
Selection 1,525.0575474911222,721.7893898667724
Selection 1,522.9660541939659,670.9686533474552
Selection 1,531.7783826594234,620.5560130812419
Selection 1,545.3603360830301,568.2431746365145
Selection 1,578.9262529008074,519.6669675092676
Selection 1,635.7281501296752,467.7622253176438
Selection 1,666.1440739938085,418.57387381074136
Selection 1,693.0401676749226,371.0944253637106
Selection 1,714.057124709762,319.814580559652
Selection 1,733.8115339615617,267.1191518776398
Selection 1,764.1254337624191,205.1777924612476
Selection 1,819.0016267969539,176.1264404434297
Selection 1,867.3355267739205,150.93924982218724
Selection 1,917.0977636367501,124.59153548118118
Selection 1,965.546440684902,76.14285843302919
Selection 1,1011.5082811907035,44.8852360468696
Selection 1,1063.566059477241,24.41665835213835
Selection 1,1122.1533778134374,4.356176910510802
Selection 1,1184.0947372298297,4.356176910510802
Selection 1,1253.5603713128207,8.76871764719429
Selection 1,1312.364490783479,20.526990939743975
Selection 1,1365.3914976711378,35.44801019384709
Selection 1,1423.124364477398,64.57588025912193
Selection 1,1476.2916544520613,61.99977266140494
Selection 1,1546.5607280333506,50.48380651913567
Selection 1,1601.1818609096956,60.68621284672756
Selection 1,1638.2165958788542,109.04561883951304
Selection 1,1646.6845931307555,174.59607949429093
Selection 1,1702.5300147664113,196.25068692460476
Selection 1,1766.4353374008651,195.48550645003533
Selection 1,1820.4570789054642,181.81428197106217
Selection 1,1894.5393018516907,190.43531531787733
Selection 1,1941.7254311168033,225.04697878423286
Selection 1,1987.0241152113113,265.21895369912585
Selection 1,2039.910839011966,305.0848564241911
Selection 1,2097.7329768735926,336.4317498657172
Selection 1,2150.810995792889,365.5596199309921
Selection 1,2210.533331833031,396.80448930924223
Selection 1,2261.0607491704295,420.933180273997
